,screen_name,description,label
36950,ummaish,"retweets are not endorsement.
love to babysit grandchildren ❤",
36992,kirpi01905,"Labour supporter for ever, love my cats, my husband, my kids, my grandkids, England rugby union and hedgehogs, not necessarily in that order.",
37016,jimcotter5,massive Tottenham fan.. dad and granddad..,
37109,ezra_reis,I am a #Berniecrat #DemocraticSocialist #Independent; a father husband brother uncle; #PhysicallyDisabled #NotMeUS #LetsGoBucs #GoStateGo #SaveFlint #GDTRFB,
37295,SeanMcHale9,"Labour Councillor for Clayton & Openshaw Ward. Community & Youth Worker, boxing coach and father of 4, 5 if you count the German Shepherd.",
37321,BMichala,Harrassed working mother on the edge.,
37810,Tony_J_Turner,"Teacher, traveller, grandad
Love laughter, family, friends, sunshine & animals-hate rain, queueing, rudeness & pompous people.
ALWAYS a European! 🇪🇺 #FBPE",
38033,dbf78,"Government Affairs at Microsoft. Interested in tech, politics, travel & the arts. Lives in West London. Husband to @LetMimiBe, father & views my own. He/Him",31-59
38305,peckhamtheolog,"Jesus follower, husband, father, grandfather, refugee welcomer, teacher, theologian, minister, music lover, reader, enjoys a curry",
38397,octoberclub,"Developer at Avalara. Drummer of @Slumoflegs. Geek parent of 2. she /her. loves coding, maths, electronics, cats. All opinions are my own, made in good faith",31-59
38576,BillDascombe,"Professional grandfather and amateur husband (apparently). Love The Guardian, racing and Man U. Just turned 70 but need to grow up (apparently).",
38939,SiHarrisonMorse,"Married to a man, father of 2 amazing boys. Library manager in secondary school. Flags in order of identity!",
39252,suoljj,"Policy analyst researcher activist mother of two. Co- production,anarcho-feminism social ecology. Views are my own",
39424,BradleysNana57,"Happily married to Michael and a Liverpool supporter since I could talk. I have 2 grown up sons, 1 fantastic daughter in law and 3 adorable grandchildren",
39592,whitecarz,"I disagree with many I follow; that’s why I follow them. Businessman, socialist, father of 2. Passionate about politics, music, art, design, motoring, F1 & DCFC",31-59
39641,Geoffrey_M_B,"#Rejoiner Interpreter/translator, dad, hubby, grandpa. Hates injustice. Proud citizen of the EU. All thoughts & opinions mine. Retweets don’t imply endorsement.",
39689,theunionman,"Husband of one, father of 2 boys, 17yrs and 12yrs, All tweets are my personal view point. Re-Tweeting doesnt mean I agree.",31-59
40071,JL_998,"Ex Enterprise Inns Lessee.
♬Oh mother tell your children
Not to do what I have done
Spend your lives in sin and misery
With a lease from Enterprise Inns♬#FBPE",
40123,Gerryadams1968,"Firefighter, Husband, father of two beautiful children.",
41022,UsAndTheDog,"Wales born & bred, Sheffield dweller, mother of 2, wife of one, slave to 1 dog. I care about equality, animal welfare, the environment #crueltyfree",31-59
41071,CllrBenCurran,"Labour & Co-Operative Councillor. @UNICEF_UK Children's Champion. @GMB_union rep. Under 13's football coach. Above all, a proud father & husband.

#GMFMMF 2017",31-59
41182,TMurrayKent,Avid people watcher. Crystal Palace fan. Wine drinker with a running problem. Mother and grandmother. Loving life :),
41376,JamesJo64540595,"Husband, dad, grandad, hapless painter and guitarist, a life pilgrim, toffee fan, IBD/PSC struggler. lampooner of rich, powerful and populism, Dylan fan",
41623,pollpot12,"I'm not a bot despite the lack of followers! I'm a retired academic, wife, mother & carer. I'm doing OK but lots of people aren't. We need a Labour government.",
41913,cityalan,"Professor of Mental Health Nursing @KingsIoPPN, @KingsNursing @MaudsleyNHS. Hon Prof @CityUniHealth; Adjunct Prof @Flinders. Partner, dad, grandad. #RN #RMN",
42031,LynneH22,Wife; mother of 2; Granna of 4; Trustee for Knitted Knockers UK; retired from teaching and busier than ever. #50sWomen,over60
43268,PA42day,"Grumpy father of 3 , Red  politically & football wise  Loves life ,music & baking bread.",
43631,irishborn54,Mother-Grandmother. Love an opinion/comment. My grandchildren will always make me smile or laugh my head off.,
43883,HenselLosch,"German, 1 wife, 1 daughter, 1 grandson; ret'd corporate lawyer; fan of logic, facts, civility, books, music, budo, Japan; ADHS; IQ 140; lefthanded atheist",
43912,constancef,"Hoping for a better future for all our grandchildren 
Writer/artist/gamedev @prettydigi & @grrrlgames @DFBristol
https://t.co/Fq54fAFRMB",
43914,mcleod_robert,"Engineer, muscian, husband, grandad, dad, brother. Remainer, in no particular order",
43923,LEDGERDAN,"Apparently 74% English, Welsh North Western European; 23 % Irish/ Scottish. EU citizen, husband, father, grandfather,",
44114,JohnWilkinspsyc,"Educational Psychologist & grandfather. Interest in neurodevelopmental disorders, such as ASD/C, dyslexia (reading) & ADHD; also early learning & behaviour.",over60
44792,nightsiren,"Welsh, proud EU citizen, retired and mother of two.  Fond of cats.  Wearing purple.",
44876,ace__mc,"artist, poet and cider drinker single parent opinionated trade unionist lover of life music arts and the real world",
45059,airydairy,"very proud wife ,mother,and grandma.loves time with  family. fav band Pink Floyd.loves the sea and beach.music https://t.co/4QDb4bS9Gi. Please don't add to any lists.",
45312,rapunzellet,My great grandma was a file maker. Subject of Hobbitville. Me/myself/I,
45328,JJoyMatthews,"I am married, have 2 daughters, 4 grandchildren and a great-grandson. I am a keen gardener, quilter and up-cycler.",over60
45529,wgriffiths69,retired firefighter dad grandad wood carver. Cardiff Blues fan since 1973 in good times and bad. All my own views unless I’m told by my wife 😀🏴󠁧󠁢󠁷󠁬󠁳󠁿,over60
45533,Peter4846855655,Retired teacher enjoying time with grandkids.,over60
45742,BruceMcMahon11,"Happy, proud father of 4, Civil Engineer with a wonderful Midwife wife. loves ghost hunting and Reggae. One Love.",31-59
45838,woolhatwoman,"Ex-softwareite married to long-suffering ex-software engineer. 2 adult children, 3 grandchildren. NS. Nerdy. Rapidly losing GSOH & crystallising out as grumpy.",
46156,dannyfeetham,Proud father of three amazing children. Member of the Gib Parliament. Former Leader of HM Opposition. Man Utd fanatic. RTs are not necessarily an endorsement.,31-59
46524,jua1313thomas,"Dad, grandad: advocate of learning outside classroom, ex. CEO of FSC., CLOTC, interests: geography/ecology, assessment, opera, rugby, mentoring, photography",
46961,alimarray1,"proud grandmother and massive adrian lewis cas tigers lufc and Yorkshire cricket fan Brexit now and britishindepence, no DMs please. 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿💙💛🐯",
46981,HisDarkMaterial,"🌱 Husband, father to 4, brother to 1. dcbaxter on Flickr, Instagram. S.O.P.H.I.E. Live in beautiful #Plymouth #Devon #Compassion #Vegan #Art",31-59
47147,MelindaWaugh1,"Pro-EU. Anti- hypocrisy and lying. Mother, grandmother. Retired NHS Psychologist. Will block anyone suspected of fake a/c, apologies if I get it wrong. #FBPE",
47406,NigelPlymtom,"58 yrs married carer of 3  father of 3, former electrician, musician, into rock, politics, paganism, and target shooting. Diabetic, CML survivor, Pro Corbyn",31-59
48803,wonderworkshop2,"Wonder Workshops, delivering STEAM activities for children, parents, grandparents & teachers from 5-95 in schools, local community halls & homes.",
50164,Lesley_London,"Wife, mother, mother in law, Grandma to Lyra, Darcy and Aspen, retired teacher. Keen on walking.",
50670,Jax20385017,"Happily married, proud mum of four, and nanny to two perfect grandsons. Teacher, socialist, volunteer. Appalled at the lack of humanity right now.
 #jc4pm #GTTO",
50735,Zed_Grain,"Bassist  LUFC Keighley Cougars supporting, Graduate Social Worker MSc BA (Hons) & father of 2 malevolent savages. Love them dearly :)",
51651,CllrKevinPrice,"Labour Councillor for King's Hedges on @camcitco father, grandfather and Gooner",over60
51706,jackie_holly,Married. Two daughters. Two granddaughters. One grey cat. Retired. Loves Folk music + Leonard Cohen + Columbo. Member of W.I. + Labour Party. Wythall,
51975,Lutonrich65,"Regional officer for Unite the union, life long Luton Town supporter and season ticket holder, husband, father and grandfather",31-59
52041,JonHOrchard,"Socialist, Labour activist, atheist, republican, Munroist, cyclist, environmentalist, DIYist, grandfatherist.",
52066,catkinatkin,"Photographer, activist, mother of sons, daughter of dementia.",31-59
52280,NickyJosephcul1,"The only thing necessary for the triumph of evil is for good men to do nothing.”
Friend, father and outstretched hand to any who should need it. 🌹",
52536,etienneroesch,Brain geek | Stats aficionado | Passionate scientist and futurist | Engaged human being | Dedicated supervisor | Loving father | Devoted husband | Cheese lover,31-59
52585,MartineNaughton,"Full-time working, multi-tasking mother and wife, with ninja-like organisational skills. A force to be reckoned with.",31-59
52615,gavinaldrich,"husband, father of two, explorer, communicator, creator, still in beta... and thoughts may not be my own! 🧐",31-59
52850,subsy1,"Santa Claus for hire, Caversham, Reading, Henley Santa, videoscribe creator, writer, actor, producer & director. Socialist. Kindly 3 time grandfather.  🎅💖🎅",
53667,janjii56,"Parent and grandparent and retired public servant, striving for a positive future for all.",over60
54080,ray_walker4,Retired IT Analyst. Proud dad and granddad. All views are my own.,over60
54098,CherryParker,"Public affairs and campaigns professional, leadership coach and mother of two, resident of Blackheath.",31-59
54145,robbiewilson64,"Proud grandad who is madly interested in the solar system, music, film & general news & history. But I hate any type of animal cruelty. I want to believe 👽 🛸",
54421,HelenaMay,"Hong Kong was a lifetime ago: now a grandma who exercises, paints, listens to music, plays golf, skis, reads and makes the most of life...",
54545,gill_regan,Proud mother and grandmother. That's me! Labour party member.,
54823,AllportBirgit,"BA International and Modern History, MA student specialising on Women in the Intelligence Community, community  activist, proud mother and grandmother.",31-59
54958,richieBow,"Husband and father to two gold nuggets ♥️,scarlets and Wales.Retweet doesn't mean I agree.",
55181,mick54347753,Old git with attitude 8 grandkids and a wife who has been robbed of her pension. still blame Thatcher,
55199,robertl61855651,Cricket fanatic ! recovered AA ! doting grandad ! loves bananas !,
55768,rogermiles1948,married 4 fab sons 6 fab grandchildren and a gorgeous wife,
56069,LesleyHulonce,“Retired” Historian Adventurer Swansea University. Obsessive gardener and mother of miniature schnauzer,
56278,janis_garbutt,Socialist since young 2sons and daughter in laws lovely grandchildren Labour /Momentum love Animals travel politics family &friends JC4PM 2019,
56561,aina_wylie,"mum, grandmother, teacher, I believe children have a right to a childhood and I believe Palestinian people have a right to their homeland
#JC4PM #GTTO",
56668,juliabohomama,"Labour Party supporter and Remainer, drinker of wine, mother of children, owner of cats and proofer of audiobooks",
56791,rooneynutmeg,3 children ten grandchildren twelve great grandchildren .motivated by love truth justice,
56868,AlanJYork,40+ years a journalist (ret). NUJ member. Lifetime passion for horseracing/breeding & Huddersfield Town. Still enjoying looking after the grandkids.,
57115,J4ckieBrown,"Retired psychiatric nurse with a BSc from the OU. Mother of 3, currently bringing up my grandson. Have MS. Love Twilight's Embrace  @t_embrace_band",over60
57190,sshazmcg,"Slightly mental mother of three adults, retired housing professional, allotment wizard, now attempting to get knitting recognised as an olympic sport.",over60
57384,LibbyWattis,"Actor, musician (recorders, clarinet, piano), mum, grandma:  a touch quirky. https://t.co/8EX3TAH2Qe",over60
57709,johnlGibson,"#JC4PM. Respect all irrespective of race, sex, religion, sexual orientation. Love mother earth. #CWU #LUFC #MOT #VOTELABOUR",
57856,fiorifan,"Mother, grandmother, painter, socialist. Hates injustice anywhere",
58692,julietcissbury,"Wife, mother and grandmother. Interested in wildlife, fighting injustice...peacefully of course.People and animals everywhere.",over60
60570,seamusmccauley,Sevenoaks Labour Chair and PPC in the 2019 election. Travel editor. Bibulous bibliophile. Proud father to Adam and Russell.,31-59
61078,ClaireThurwood,"Musician, mother of three, concerned about climate change & environment. #ResistTheTories",
61133,musselle_nick,"DipHE theology. English /history BA(Hons). husband. father. grandfather. veteran, love nature, incurable lung cancer. be kind, pro-feminist. follow back.",
62082,sdugg51,"Writer, Recovering Teacher, husband, dad, grandad, folk-rocker, see you at Cropredy.",
62266,MarkValencia,"Lucky man who writes about opera and music for @operamagazine, @MusicalAmerica, @bachtrack. 
Growing portfolio of grandchildren.

Main photo: La Rotonde in Aix.",
62277,mariagraziano_,"Mother and grandma. Educator, midwife. #NHS. Greener politics 
Leave the ladder down.",
62506,Gwyn_Morris,making products that your grandchildren will pass on.,
62609,NDM66,"Trade Union official, ex Islington Labour Cllr. Early model Corbynista and, according to the LibDems, 'Labour Apparatchik'.  Proud father of Daniel & Alex.",31-59
62819,sheilagolf,"Proud mum and grandma, passion for cooking gardening, and a fairer society. Retired Education  officer",
63199,BigSterrett,"What doesn't kill you, only makes you stronger. A true socialist didn't really have a choice, came from a one parent family and mixed race. stubborn sod lol x",
63777,FailsworthManc,"Bobbin' on, married to Lab Councillor. Two sons, two daughter-in-laws, three wonderful grandsons.  Music, Man City, photography and CBeebies...........",
65263,BMalley16,Happy grandmother. Fair to all. Retweets not always my view. proud leave voter.,
65340,GMerrett,"Labour Councillor for Golborne Lowton West where I live. Mother, grandmother and education adviser. Views are my own.",
65414,daviebopeep,"Married, work for CWU, two beautiful daughters, a handsome grandson & a gorgeous granddaughter and enjoy a beer or two.",
65612,Michael__Crosby,"Married father of three, Shevington Parish Councillor and Labour Councillor for Shevington with Lower Ground Ward until 2018.",
65852,SPACEStockport,SPACE is an ADHD parent support group est. in 2004 for those in the Stockport area with children and young people with ADHD and associated conditions. #ADHD,
66402,Elainesnaith,"Happily retired, mad toon supporter,lesbianfeminist, passionate cook &gardener,labour member,one of those people your mother warned you about",
66452,ShyPhilosopher,"Unicorn herder, environmental science student, admirer of ancient Greek world & philosophy, unashamed Neek, Zelda fan, mother & wife, late-dx autie. She/her",
66646,SingingJeni,Labour Party & Co-op Party activist and campaigner with a particular interest in Education and Health issues. Pro Peace. Proud grandma to 6 precious people.,over60
66812,McgivneyVk,"Brighton author, former educationist, mother of three, tennis player and artist.",
66831,jane_webber,"Born 4 better things, in meantime I work, mother, grandmother, politic, travel and do meerkat impressions with my friends #ImAnInsurgent #StopBrexit",
67035,ajdarron,"Exec Director of Groundwork Cheshire Lancs & Merseyside, part of the Groundwork Federation, father of 2 smashing boys and an Evertonian.",31-59
67099,profivormason,"Father, grandfather, widower, BF; biologist, angler; in recovery; Professor of Developmental Biology; Writer at The i newspaper. #SciComm All views my own.",31-59
67528,sherbet20,"Blade forever, single parent , animal lover who wants a fair society.",
67627,RussellMargot,"mother,grandmother,great grandmother,, step mother,step grandmother step great grand mother. LABOUR councillor,Depute Provost. founder BRWYP youth drop in",
67738,socialist1959,"75. Wife, 3sons, 8 grandchildren. Lifelong Labour member (l/w). Retired teacher/lecturer. (ATL) RTs not necessarily endorsements.",
68002,vivienn46864062,"Labour supporter & former Trade Unionist with NUPE, worked for NHS now retired: I like gardening, bingo & general science. I am now a proud great grandmother",
68105,johnhb56,"Retired Headteacher, husband, father, grandfather. Gooner. Liberal Democrat. Enjoy travel, gardening, beekeeping. Passionate about education. Al Stewart fan",
68400,alisonlouisegra,"Teacher in large secondary school.  Love history, sociology and politics. Devoted mother to Daniel",31-59
69159,brigil13,"family man, proud father, proud grandfather",
69569,KneePeter,"Father and grandfather with a healthy scepticism about most things in life except the power of love. Dyslexiclefthander, part-time poet.",
69644,toomuchaltitude,"Middle aged mother of three. Talk less, smile more. Hate is always foolish and love is always wise.",
69663,suewatkins99,"Happily retired wife, mother and grandmother. Crafter, Springsteen fan, Rhondda girl, Welsh Labour. Proud to be Welsh. All tweets own personal opinions.",over60
69900,brian_coyle,"Retired Accountant, Manchester City fan enthusiastic grandfather passionate remainer (How on earth did we get to this?)",over60
69958,CllrAlecBrown,"#Labour Councillor for Dormanstown, RedcarHour & RedcarBlog founder, father of 3 beautiful children.",31-59
70025,Gill59Gillian,"retired Primary School teacher, grandma, European and dabbles in art painting and mosaics",
70676,nonbobbingmike,"Man City fan, granddad, cyclist, double espresso drinker, European.",over60
71039,rob8150,"Retired, Colliery Engineer, Logistics Manager, husband, father, grandfather and all round happy chap 😁",over60
71565,christi70895756,8 fabulous grandbabys,
72285,CatBUniKent,Single parent to girls & rescue cats Muso Wordsmith Loathes injustice Loves animals🐾Lefty🌹🇪🇺Comms/Engagement Manager @edakent @unikent Equality Rep @UoK_UCU,
72342,patlewis58,"married, mum and grandma
Bridges not Walls, equality and social justice. 
#nospaceforhate

Views my own.",
73055,gaynor234,Have a gorgeous son and gorgeous grandson.,31-59
73338,GeoffS2011,"ex-social worker, Labour party member, QPR supporter, father and grandfather - not necessarily in order of priority",
73503,KittyTrill,"human, tea drinker, book owner, therapeutic parent when I get it right.",
74055,kjwest69,"A Liberal and Democratic Liberal Democrat. Married father of two British Europeans. #FBPE

Follow me back!",
74131,rev_philg,husband | father | jesus disciple | priest | work in progress | col 1.28 | messing it up as I go along | thank God for grace | views mine,
74613,jmg25g,"Fair weather cyclist, gardener and Europhile.Doting grandma.South Wales clinical lead for IRIS scheme.",
74639,mordey,"Make synth type noises sometimes, labour supporter, veggie, ginger, infj husband and father of two, grandfather of Isla whippet, owned by Lola cat.",
75031,DavidRSimmonds3,"Former BBC journalist; member of Llandaff Rowing Club and Cor y Gleision, in which he is the sole England rugby supporter. Proud father and grandfather.",
76582,craftynanatrish,"Retired teacher, Proud mother of a wonderful son and grandmother of two fantastic children. Spend much of my time walking the dog 🐕.",
76688,liz_m_bee,"Left wing community activist and local councillor. Dedicated cook, crafter, wife and mother to two humans and 3 cats.
She /her. RT not necessarily endorsement.",
76872,Denhargreaves,Have been known to garden🌻traveller🛫🛬🚄🚙🚉🇬🇷🇨🇿🇪🇺🇨🇳swimming as we go 🏊🏻‍♀️Wife mum grandma...time flies. Where's our pension? OurNHS-not for sale💙,
76905,SuzyBradshaw,"Northerner, grandmother of 4, socialist, allotmenteer, history, nature and photography.",
77024,sallytheobald,"Gender, equity & health systems researcher; feminist; mother to 3 daughters; Liverpool School of Tropical Medicine - tweeting personally",
77102,SuzanneJGandy,"Author of the Chilled out Mother - A common sense and intuitive approach to being a new mother. 

Former midwife, Health Visitor and mother of three.",
77781,rexosborn,Blue Badge tourist guide; married father of 3.,
78009,AnnieGallop,"Lambeth Labour Cllr for Vassall, disabled lone parent living in a Council Flat, Volunteer at Ebony Horse Club and lover of urban greening",
78090,MaryAnslow,"Socialist, firm believer in the EU.  Hate violence and aggression.  in my 60’s so battling for my children and grandchildren.",
78126,LizDavies14,Mother and grandmother. Retired. . Lover of Wales and all things Welsh. Supports Independence for Wales. Welsh not British 🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🇨🇮 🇪🇺,
78470,ausgesieglinde,Sydney. Rapid decarbonisation. Australian parent pushing for climate action.,
79852,Pennypitstop72,"Only one city Lcfc. Proud Mum of 2, youngest with complex needs. Proud to be a mental health nurse #mentalhealthmatters. School parent governor. Views my own.",
80126,newlindabailey,"mother,friend, grandma, advacatore of peace and positive seed planter",
80253,purplepeakally,"Christian, scientist, mum to 3 amazing children,granny to a beautiful granddaughter passionate about equality, justice and fairness for all, LOVE 🐕 🏏 🏉 🐶",
80305,rolfesm,Used to teach 16-18 year olds Sociology A level. Mother to 3 stepmother to 1 grandmother to 3. Now joyously retired.,
80689,helenmallam,"Belligerent old lefty who shouts at Tories on the radio. Retired teacher, half-hearted gardener, domestic slacker, mother of women.",
81243,SusanLlewell,"Retired nurse .Love the NHS .Will never ever vote Conservative ,I care about my grandaughters future .",
81331,David_Challen,Domestic Abuse Campaigner. Successfully campaigned to free my mother #SallyChallen in a landmark case recognising coercive control. @freedomprogramm Ambassador,31-59
81558,EricSutherland9,"Proud Scot, husband, father and papa. Lover of travel, good wine and lifelong supporter of Hibernian FC and the Labour Party.",
81611,france_jb,"Just a mum,nan,fairy pug mother and immigrant. 🇪🇺Responses can vary depending on alcohol consumption.",
81706,jnine07,I’m a mother of two beautiful daughters a homemaker business woman landlord and best friend to all 😉,
81894,Jess_Gagnon,#UCUstrikesback Research Fellow @STEMEquals (views mine) Sociologist of #HigherEd #Inequalities #WIASN #FirstGen from #WorkingClass single mother family she/her,31-59
82470,bluenose19611,"Husband, father and someones son. #EFC #saveNHS #enjoylife. #Freethinker #ToriesOut #Art/Culture/Comedy/Justice. a #wine phillosophererer. 🌹",
82557,davidmorganefc,my wife is stunning and she's a blue bonus and my daughter and granddaughter are gorgeous too,
83124,MamaTealRose,"I'm a Louie here for 1D OT5. Larry, Ziam, Guiall fan account. A bit raw, a bit savage, a lot of mother hen. DV/PTSD survivor. If you don't like it sod off.",
83289,KarinaCarter19,"Councillor for Davyhulme West, Trafford Lead Member for Education. Chair of Big Life MAT, and Little Lever HS. NLG and grandma to Sophie and Jack.",31-59
84268,alparksy1878,life long evertonian and father to Michael and Grace,31-59
87424,RParker1967,"Following in Dads footsteps #VTID🦁 K6 ST holder, I was chosen @AVFC ⚽️ Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 H&A, Married to Sharon, Father of Amy, future father in law of Mash",
87576,mike_seville,"Husband, dad and grandad. European. Concerned politically aware environmentalist. Some forestry experience. Wannabe where the land meets the sea.",
87580,JonathanA1919,"Husband and a father of two amazing little girls. LUFC fan, Labour voter keen on a political debate and MMT. Property Development Manager if you’re interested?",31-59
87681,Cleckseagull,"Cosmetic industy working, Brighton supporting, guitar learning, pub loving, music listening father of two.",
87752,simonkwest,"Married father of 4, Hotel Manager for over 25 years, enjoys current affairs and can change my views with a good argument!",
88057,JtaberhamJulie,55 Married 3 children 2 granddaughters,31-59
89948,takes_ages,"Mum, grandma, retired teacher 🏳️‍🌈 Motivated by anger and hope. Labour borough councillor for Whitton, NW Ipswich. Love gardening music reading too!",over60
92306,CBanasko,Proud grandson of Peter Banasko the first black professional boxer to win a title from liverpool,31-59
92937,1princeofpeace,",carrie underwood ,celine dion,martina McBride,shania &Danielle bradbery,cassadee pope,selena gomez,britney spears,ariana grande, love musical ladies",
93104,fionabos21,"Fiona Bosanquet  married  30 years  4 children abigail, angela, jack and amy 2 grandchildren Albi and Lilith  counsellor 2nd year Foundation degree trans ally",
94091,PrimeNumberOne,"Son of disappointed parents, father of embarrassed children and husband to a fed up wife! And I will have my vengeance, in this life or the next....",
94713,yorkshire_rebel,Married to my soulmate @SoniaScaife. 4 kids. 4 grandkids. Sportsmad Yorkie. @lufc @leedsrhinos @yorkshireccc @safc @sloughtownfc season ticket holder.,
95889,HelenWrigley3,I am a mother of two brilliant children.I try to campaign for women’s rights and for the rights of people neglected by the Tory government.,
96929,FionnaPilgrim,"Home educator; Davis facilitator, working with adults and children with SpLD; singer; Amnesty member, fighting for human rights and peace; mother and friend.",
98408,_crucifucks,vegan 🌱 mother of cats 🐱 cry baby 🌚 @robcryptx 💍 🖤🌙 🍂she/her ⚡️,
99233,JoAnneRampling,"Wife & sister to one, mother of two and enjoys working at the NEU. Studying Career Management.  Own views.",31-59
99990,berno_clarke,"mother, muslim, grandmother,Labour supporter 🌹🇬🇧🇮🇪",
100703,ChillySamuel,"Husband, dad, stepdad and grandad. Labour councillor for Cullercoats Ward in North Tyneside. Views are my own.",
100710,TheJohnKent,"Thurrock resident, father of three. Labour councillor for Grays Thurrock Ward on Thurrock Council. All views are my own.",31-59
100914,MissGeorgios,"Environmental &  Contract Lawyer - daughter, sister, aunt, wife & mother - SOAS/LSBU alumni",
101993,JenniferCarte2,"Mother, Grandmother, retired teacher with the same aspirations as all ordinary, decent citizens of the world -a better world for our children and grandchildren.",
102011,ChelseaCollis,Organiser & Plant mother 🌿,
102218,SchipR,"retired health and safety professional. husband, father, grandfather and all around great guy.",
102352,NurseCaroMac,"Cotswolds4Europe nurse, grandmother and Christian",
102602,TheDimetrodon,"Chelsea supporter. Son of a Chelsea supporter, brother of two Chelsea supporters, father of four Chelsea supporters. Atheist.",
102709,tweetsbi,"I'm the Grumpy Old Ape, father of many, avid reader, lover of C++, writing 24/7 software that keeps your lights on. [he/him]",
105124,sitcon,"Loving retirement and following Tony Benn's advice - interested in current affairs, spending time with grandchildren, trying to keep up with new technology",
106040,neilbvk1,CPT born and raised. LFC supporter and father to a CFC supporter living in SW6 since 2005,31-59
106043,bullrike,"Full-time parent & part-time bookseller. And collector of books, especially children's books & Austenalia. There are more of us. @York4EU",
106146,DaveHill,"Writes about London's politics, development and culture. Used to do that for the Guardian. Now runs the website @OnLondon. Centre-left grandad. Busy.",
106249,brian_tea,"Fulham fan, husband, father but not necessarily in that order all the time",
106315,jackiedun,"'How I'd love, love, love to dance with my father again.'",
106928,higgins_dee,"Wife, proud mother of a junior doctor, retired teacher. Love books, cake, The Archers and history, not necessarily in that order. All opinions etc",
106999,grananne07,"A passionate remaining grandma, one of the 700,000 +",
107544,don_mickael,It’s my grandchildren’s bio that counts. Their freedom of movement in Europe is at risk.,
107737,EdwinaLL,"Singing. Writing . Coaching/Supervising. Gardening. Doing Yoga.  Wife, mother and grandmother. Unrepentant Remainer.",
108156,flahertycom,"Wife to the most patient Yorkshireman in the world and mother to R Jake who watches over us now 💔
Former First Female UUP Lord Mayor for ABC Council...#RJake",
108355,AlexandraCHawes,"Graphic Designer, mother of three",31-59
108671,jilanf,Married parent & medieval art historian. Loves immigration. ❤️ EU,
108831,lisacroft543,"frazzled 40 something, mother of two, wife of one, thank god",31-59
109218,1LACADE1,Canalla de pura cepa. Rosario Central y Queen son los más grandes que hay.,
109256,karineldredge,"Ageing grandma, former CAB adviser, not particularly trendy leftie, theatre, family history & the Archers of course. #Rejoin #NotMyBrexit #NotMyPM",over60
109615,PurbrickHarriet,"daughter, granddaughter, great-granddaughter, great-great-granddaughter, great-great-great-granddaughter, great-great-great-great-granddaughter, great-great...",
110172,BPRAO20,"Paediatrician by profession , proud mother , politically liberal views ,love sport, travel , Indian , French and Italian cuisine",31-59
110507,Melanie38775424,"I'm a retired wannabe artist! love reading, art. Adore my husband, children, grandchildren, sisters, brothers & wider family, + my cat!
EU remainer.",
111278,pbradders67,"We all have opinions, but we are not always correct with our assumptions. After all they're mother of all f::k ups. Lol",
111444,dizzyeyes,"Stay at home mother of 2 | Passionate about public education, reproductive rights, and social justice | Democratic Socialist | Prolific Retweeter #Bernie2020",
111480,jancampbell55,"Wife & mother 1st time grandmother co-op /Labour party member,love films-quiz's -equality & respect -peace",
111927,RobertDunstan,"PG Dip- Housing. Husband, father and dog lover. Coalition hater. Sutton Events Committee volunteer and Labour Councillor for Sutton Ward. My views are  my own.",
112565,biglygarden,Born in Northumberland with English father and mother from Belfast. 2 Geordie children and 2 half Turkish Grandchildren,
113712,senlearnuk,Home Educating mother of one special Penguin :-) #asd #autism #sensory #differentnotless #HomeEd #crafts #baking #daysout #learningwithadifference #PRfriendly,
113999,DurrantHelen,50's born WASPI woman 🕷. Working lone parent without claiming benefits. Diddled out of 6 years pension but not without a fight. Hopping mad and want my dues!!,over60
114087,GioiaPescetto,Professor #finance Dean of @UoPBusiness mother grandmother and wife. Educated at the expenses of the Italian government; contributed to UK HE all my life,
114266,chrisd1xon,Time machine expert and hoping to go back in time to give Camerons father a condom and now May's.,31-59
114839,penybryn1,Married to Brian for 44years. We have 2 children and 3 grandchildren. I am a churchwarden and general dogsbody at St.Michael and All Angels Paulsgrove,
114932,b_bisby,Married to Morine three kids Three grandchildren love em all.Big Lfc fan win or lose.Postie 31years,31-59
115234,yorkshirefloss2,"Proud grandma. I will fight for my grandchildren until I take my last breath. Recently rejoined the Labour Party. Favourite place on earth, Alvor.",
115643,DrRoy17,"season ticket north lower cafc, huge James fan. love me a podcast mainly Theo Von. father & electrician are my jobs ” May your eyes be open by the wonderful! 🌹",
115672,ShyrlSmith,Proud mother of Callum Smith serving life under joint enterprise. Member of Jengba,
115779,AnnVeronicaSmi1,"Wife, mum and grandma. Carer for my wonderful husband and passionate about our fantastic N.H.S. Long term Labour supporter. Love ballroom  dancing.",
116567,TalbotRoy,"Rugby-Obsessed Fanatical Exeter Chiefs Supporter. Husband, father of three and financially drained by two cats!",31-59
116842,EifiontheBike,"Welshman, Cyclist, Tea Fairy,Dad and Taid to my grandchildren",
116979,SueWhite2014,"Lifelong Labour supporter, mother, grandmother and journalist.",
117116,cshack16,"An ever so crumpled mother with a Suede heart. Avid retweeter, you guys say it better. 💙",31-59
117488,CLawthom,"Clinical director of neurology, Honorary Chair Swansea Uni, mother of teenage boys and a dog. Fascinations: epilepsy, improvement and singing. All views my own.",31-59
