,screen_name,description
99902,mccabe_ruth,"Professional artist pushing watercolour, abstracting oils. Rooted in Yorkshire, in Botany. Lover of Boxers (dogs). Musician. Alto. Group Analyst (retired)."
101484,riders1friend2,"former R.N., retired atty. music, reading, horticulture, drawing, animals"
101985,ott42,"Democratic collectivist, retired socialist organiser, music obsessive, economic migrant, now sentenced to the couch"
101993,JenniferCarte2,"Mother, Grandmother, retired teacher with the same aspirations as all ordinary, decent citizens of the world -a better world for our children and grandchildren."
102111,ValerieKayD,Teacher - volunteer mentor - retired headteacher - socialist
102218,SchipR,"retired health and safety professional. husband, father, grandfather and all around great guy."
102893,daizicat,"Deadhead needing like-minded souls to chat.
Likes cats,reading (sci-fi to detective mystery real history & science)
Now retired, worked in health care."
103175,NanaRavers,"Nana atheist socialist love TheArchers+comedy. Happily md retired college lecturer/youth prog manager/counsellor occ painter, Pernicious Anaemia / B12def"
105851,babycatcheroz,I'm a retired midwife with CRT-D & LVAD patient waiting on Urgent Heart Transplant List @WaitingForTheC2 & Ambassador for Pumping Marvellous Foundation Charity
106288,Markisanders61,"ex asset manager for 37 years now retired and a local school-governor, and involved with local charities ,crystal palace fan and pro Europe"
106821,GerdiRunte,"European citizen, retired charity worker, UK citizen, German-born, passionate European and traveller - Life is short, take all it’s worth!"
106903,janusffos,"Retired. Likes: People, wifey, small dogs, cognac, being retired. Dislikes: Adverts, religions, adverts, censorship, adverts, corruption, adverts, politicians!"
106928,higgins_dee,"Wife, proud mother of a junior doctor, retired teacher. Love books, cake, The Archers and history, not necessarily in that order. All opinions etc"
107572,timbotweet,Born before colour was invented. Now retired from a working life mix of booze and audio related trade - hard work but fun! Ardent Remainer. #FBPE #RejectBrexit
108140,doug1e661,"Grandfather of 7, retired teacher and foster carer, life long socialist & motorcyclist.
#JC4PM2019"
108356,mefbama,"I am the wife of a retired soldier, Tim @FaulkRaider,mother of a son & daughter in the Army- #ProLife Conservative for #TrumpPence2020 - #RollTide #one"
109558,moira723,retired teacher
110197,PeteCoat,Recently retired aerospace engineer. Worked in several countries. Happy to be home but hate Brexit in all its forms. Evidence trumps opinion.
110507,Melanie38775424,"I'm a retired wannabe artist! love reading, art. Adore my husband, children, grandchildren, sisters, brothers & wider family, + my cat!
EU remainer."
111225,WavyDave9,58 year old semi retired coal miner and Labour party supporter
112499,Denis_of_Lymm,"Semi- retired web designer & IT Adviser.  Liberal Democrat, Catholic, Catenian, Cyclist, Photographer. My Views are my own"
112936,Summitviews1,"Recently retired Child Protection Team Manager, interested in keeping families together. Supporter of public services."
115783,johnroberts9,retired firefighter life long labour party member
115906,mikesuzuki49,"retired, petrol head & Reading FC die hard. Oh with wife and grown up kids..."
117761,AnthonyWedgwood,"retired footballer, now full time supporter of the red men!"
118202,gaileauk,"Mother, wife, retired nurse/ midwife, environmentalist, anti-fracker. Animal lover. Vegan. Give nature a home & nature will come."
118410,Superfx101,"State educated, retired Engineer. Confront inequality and privilege. For social justice.
#StillCorbyn🌹
#ForTheMany🌹
#VoteLabour🌹
#Aspergers"
119928,JohnEccleston2,"School governor, CASC supporter, bridge slave & ski bum can be all these now retired with loads of time. All views just my own."
121429,Cluckyhenny,"Former teacher and swimming instructor, retired, family in UK, have been in Brittany for 15 years, planning to return to Wales soon #Rejoiner 🇪🇺 No DMs please"
122509,DavidHa28348221,"Welshman in exile, guitarist, rugby fan, Scarlets, Swans, Robins, cyclist, retired teacher."
122643,Stuart19810201,"retired engineer, Brexit follower , coarse angler and lover of this land , no more change please ."
123412,geraint_gr,"wedi ymddeol/happily retired, mwynhau rotary,golf, cerddoriaeth ,darllen"
124190,salwalk13,"retired GP, breast cancer survivor, artist, gardener and feminist."
124794,GriffithStephen,"Specialises on Syria, minorities & on Syriac community in Turabdin; retired Vicar; theologian; historian. Irony may be used."
124832,GigiMiranda49,"I'm a qualified, now retired ESL/EFL teacher based in York. Passion is watching Man United. LOVED 2012 Olympics and 2014 Glasgow. JC4PM. Revoke Article 50"
125329,DentGeoffrey,"Semi - retired spectroscopist, Grandfather, Anglican, Hill Walker, Pragmatic Socialist, Yorkshire CC follower"
127775,AlanRoebuck1,"Former Head and Adviser, now retired. Married to Kathy with two children and three grandchildren. Greatly enjoy instructing for the Taoist Tai Chi Society."
127970,Thegiest,"Travelled the world, lived and worked there. Engineer, born and brought up in North East, UK. now retired. I try to be fair, not all retweets are endorsements."
128219,Vectoredthrust2,"Ex military (RAF), retired Cop and Magistrate. Member of @UKLEAP.Team member at Kenyon International."
128359,lindaheap,"Grandmother, Evertonian, Labour Party activist Southport CLP Treasurer and retired accountant. Learning something new every day."
130202,jimfagan1917,"Socialist, retired nurse, health activist. Campaigning against hostile environment"
131554,egilcookie59,"married, with three children and two grandchildren, retired.
Enjoy reading, music/singing, travelling, history at the local fort, photography."
132354,JimCaddis,"Community Development Worker, Social Services, retired, No Political Party affiliation whatsoever None."
132449,alan4373,"Retired primary School teacher - retired C of E Minister. East-Midlander, adopted Scouser"
134264,jennifermor,I used to do research and work on disability policy. I stopped doing that a week before the 2010 election and retired to the garden.
135072,CitizenSchnipps,"Technical soothsayer, box-drawer & manager of expectations.  Tattooed, seemingly retired gamer, petrol head, snowboarder & W40K fan."
136558,FrederickMcKay7,"Parent, retired  public sector worker, somewhat cynical but keen to be enthused.
Proud of our youth.
(Sometimes following = know thine enemy )"
137533,dunkers_helen,"Female, retired teacher. Labour ( rejoined) #FBPE#RevokeA50"
137856,HibbsJohnny,Happily retired lifelong Everton supporter and socialist
138112,davidhchess,Ex CEO now finally completely retired!
138277,phyl_jones,Now partially retired. Sometime bowler and now sec EBUA! Provider of food to two cats & husband. AND proudly Cornish!
138293,davidericstan,"Sailor, Adventurer, Support Democracy, retired worker."
138709,CornishRandalls,"Legal Eagle (retired!), Golf fanatic/Bandit (some say) Lifelong supporter/ sufferer of BCFC (the Blues), was a VERY proud remainer- now rejoiner( eventually!)"
138963,broadhead_mary,retired teacher. mother and grandma.
140033,JohnHumby2,"Married with two children and 6 grandchildren now retired, posty for 28 years, attend Boscombe Baptist Church, avid STH Fulham fan."
142586,acemsdavis1,"OU graduate, former journalist and English teacher.  Wife, mother, retired, still not more than 2% grey! 🕷️"
142607,Oldtimerabroad,"retired Pharmacist, proud of the NHS, supporting all those likely to be harmed by Brexit"
142747,lynnemcc55,Rejoined July 31st 2019 retired  SNP SUPPORTER
143376,bab_legge,"retired, loves travelling, very pro-EU, hates Brexit, love my two Maltese dogs."
143435,MickCarroll6,"#FBPE #RevokeA50 #haveDemocracy Semi-retired voluntary sector manager, consultant and coach. Retweets not necessarily endorsements"
143617,mickgred,"A retired person, still working on it!"
144889,gpz01,"Commonwealth Born Ex RAF  semi-retired No Party affiliation  Present FPTP does not reflect voters Results in Voter Polarisation 
Brexit will Unravel Love EU"
145620,wrafter_colin,"retired Irish diplomat; board of @MiseanCara; hon sec @RIADawson SC international affairs; member @IIEA. Brexit, human rights, development."
