,screen_name,description
1617,miketmullaney,Lives in Hinckley. Local Borough and County Councillor
12941,CllrAngelaM,"Elected Liberal Democrat Member for Ward 08 Dingwall and Seaforth, The Highland Council"
26232,PositiveSigns,Deaf led BSL and Deaf Awareness company offers best value solutions working with individuals & service providers. DSA approved #access #deaftalent
5351,LeedsLion,"Husband of Ellen, Dad of Joe & Sam, Lion living in Leeds and 4 hour 49 min marathon runner and oh yeah a TBI to deal with...!!!"
83,carmichaelneil_,"CEO https://t.co/g4iZ3UFbX5,  Adviser @PLMRLtd & https://t.co/ydAWyZLryR,  Chair @LearnWorkLife & https://t.co/Ya2sD3SPAl. Hon. Prof. @NottsPolitics @UoNSoE & UCL @ioectey, former MP."
59963,stewpot47,"Retired, Ex IT consultant, Programme Director Tweets are my OPINIONS!"
51880,mrchrisbrown,"Dad, Grandad, Partner and chief dog walker. Bit of a cars music and photography nut. I just need more time for the things I enjoy...."
2606,LesTroisChenes,Renovating magical farm deep in rural France.#WASPI #FBPE
31220,Maggiepeggy36,Remainer at heart
47315,katsndogs,"Zaidoun Zoabi, my hero, works helping Syrian families & children in need. Humanitarian, Activist 4 #SyrianRefugees #DisplacedSyrians Love cats & dogs #Resist"
30053,x1proton,
15614,KirsteinRummery,"Professor of Social Policy, FAcSS, FRSA, feminist, disability activist, mum, technophobe, mindfulness, founder member @wep_uk  Tweets mine RTs cos bored"
5298,StephanieLCooke,"IBDP & MYP Teacher of History, CAS Coordinator, Deputy Designated Safeguarding Lead"
40639,MckennyRichard,
40843,Karlmudd,🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺
1833,bishodip,Politically Incorrect ! Socially Correct ! Bold ! RTs Likes are Endorsements ! Rock ! Metal fan ! Dont follow if you don't have guts to adjust me. 🙏
