,screen_name,description
44904,lisa_phillipsx,19 | Politics student at Univeristy of Leeds | Oldham East & Saddleworth + Leeds North West
44997,Gemma__Leighton,"19 | Manchester 🇬🇧 | University of Huddersfield, Psychology with Counselling 📚"
45036,OmarSharifUK,"37, born and bred Oldham. University Graduate. Self employed Business man. Socialist. charity worker. Interest in Sport, business and Politics."
46125,EUtreaty57,100% European 🇪🇺🍾
46318,PeaceIgiehon,20 | Loveworld Nation ✨| Politics and International Relations📚| Hull | Jesus Lover💗✨
46551,50thingsleeds,50 Things to Do Before You’re Five is a fantastic new FREE app for families. Apple: https://t.co/VGc3ZRz75h Google: https://t.co/WaqNzz29x2
47406,NigelPlymtom,"58 yrs married carer of 3  father of 3, former electrician, musician, into rock, politics, paganism, and target shooting. Diabetic, CML survivor, Pro Corbyn"
47494,Exagtly,"22 - STEM Student - Space 'n' Physics are my weaknesses - The fuck even is Twitter?

Imma be straight, I might be a lil weeby.

The hair got cut"
47505,tom_cross2,19. Knows the fast part in 'Sweet Escape'. Aspiring Journo at @marjonuni!
47509,gcornish111,18. Journalist. First year. @marjonuni
47763,MattGE7,20. @UKLabour member. B in LGBT. Proud European. @Arsenal supporter. @UniofYork studying Philosophy and Politics. 🇬🇧🇪🇺🏳️‍🌈🌹
47809,RalphB_R,17 - Sixth Former - Transport Geek - Found on the #LabourDoorstep - #LisaForLeader - #RosenaForDeputy - 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🌹 🇪🇺
48315,Jonatha76701645,"15
Aspiring musician 
Member of the Labour Party
Up the hammers"
48613,MichelleBanta3,"48 years old loves rock music , movies, books, history and my kids. I am a liberal Democrat and a child of the 60s even though I wasn't born until 1971."
50023,mrllycorrupt,20 he/him|very gay 🌈 Chair of Beckett Labour & Leeds North West CLP LGBTQ+ Officer🌹peace and green socialism ☮️🚩🌿BARNSLEY ⚒ @barnohousewife|@feelin_jovani
50039,sophieejayne96,23. bobbing along in life. obsessed with Bake Off. Hufflepuff 🦡
50076,helengoth,2019 Labour Party Candidate for Mid Worcestershire MP. 3xOverall British & 2xWorld Age Quadrathlon champ. Former World & Euro Duathlon & Euro Tri Champ (Age).
50097,OmHerekar,"17|M|UK|Autistic
Democratic Socialist|Soft Left|Internationalist|Likes free markets & worker coops
History, Economics, Politics and video game nerd"
51035,Gill33646897,1950’s woman still waiting for my pension.
51986,xbethaniejme,23| Jake Matthews| RPAM| MRBM| xxxx
52586,AliceBayes,20 • she/her • Reading uni • Labour party • Okay I’ll stop now.
53003,PewterWolf,"30-something book blogger who's Twitter is a bit bookish, a bit animal-filled, a bit silly & dash political. Hoping this feed will make you smile (He/Him)🏳️‍🌈"
53045,Maaria2720,"26 |Tennis Fan ILove, Laugh, Live |Views are my own IRetweets aren't endorsements etc etc"
53060,cristinacalgary,"25-year-old girl, proud member of the #Milifandom,Ed Miliband, the Labour Party,#ThankYouEd,#ComeBackEd,student,future politician,PSOE,#Pedrofandom."
53171,GemmaIsAnIdiot,"20 👩🏻
Newcastle University 📚🎓
BA Modern Languages 🇩🇪🇨🇵🇮🇹
Puts up with @alexpeden1997 ❤"
53397,xxxssssssssssh,23
53433,J_Mainwaring69,1986 futon champion
53637,Ariful08674940,"100% followback from me #followforfollow #ibf #followback.

   
       I am interested in politics and news around the world to now what's happening everywhere."
54410,phiebramley,"32 mum of Dylan & Olivia, love music, books, twd. mental health Awareness advocate, friend to catalunya, #standupforcatalonia #nioblitniperdo"
54700,VexedApple,"34 year old Formula 1 fan, Marketing Manager, Father, Blogger, Writer, Founder, Wordsmith, Author, Website designer"
54922,charliemc___,"22, Public Policy MA student @swanseauni, Green Bay Packers and #NFFC fan, @SwanLabStudents Campaigns and Communications Officer 🌹"
56141,Caitlin_Hughes2,23 Surrey
56338,ShezHardwick,21 y/o from Yorkshire. 🏳️‍🌈
56386,ElleGerrard,"24. Politics graduate. Civil Servant. Labour Party member, Jeremy Corbyn, Liverpool Football Club 🌹🔴"
56489,StevensGavin,27. @x_abie ❤️ 🏏🥊⚽️🌹
56868,AlanJYork,40+ years a journalist (ret). NUJ member. Lifetime passion for horseracing/breeding & Huddersfield Town. Still enjoying looking after the grandkids.
57029,max__fns,13. Socialist. political outreach  for @UKSCN1 #youthstrike4climate . instagram @/max.fn.s contact: maxfnsmith@gmail.com he/him
57065,hannahvlevene,"24, London, she/her. Games tester, aspiring writer, and labour voter. Avid fan of the Oxford comma. 🇬🇧/🇩🇪"
58112,lucywalker2000,19✌🏻🌻✨
58301,woodhead_alan,40+ yrs. Labour Party member (ex parl. candidate); Baldersby Parish Councillor. Work experience of: Healthcare mgt; mgt-info & IT progr./proj. mgt.
58599,shasnie,"19 yrs @ADB_HQ connecting dots, innovation, e-vehicles, solar, Lithium-ion, energy efficiency & drones https://t.co/fRdXdFKEdd @melbBSchool My views"
58843,EcoMarxist,19 • (they/them) • Communist • ☪️ • 🇸🇴 • 🏳️‍🌈  • 🌱
59132,brynstle,39. AT trainer. Music geek. Cat lover. Dyslexic/Dyspraxic/Autistic.
60112,LibertyLCFC,18 🧚🏼‍♀️ Leicester City 💙 DMU International Relations 🗺
60188,rhowley94,"25. London. #COYG. Journalist, football, music and travel enthusiast. All views my own."
60504,JaceIsaacs13,21 | they/he | got bored and made a twitter
61272,mary_macmillan1,20| British Politics and Legislative studies at the University of Hull 👩‍🎓| Labour Party member 🌹|
61514,laura4800,19/ BPLS @uniofhull 👩🏼‍🎓🌹
61656,southcoastbloke,49yo. Retired. Spend time in Amsterdam & Canada. Canadian citizen now. Born in UK. Environmentalist.
61899,CianIreland3,19/He Him/Stirling Uni Labour Treasurer/SLS SU liaison/Stirling student coop soc chair/SSTU Gen Sec/SU housing officer/Marxist/IWW/Cymraeg-All views are my own.
62145,CalumSSherwood,"24/7 Sylvia Plath. Into: pop culture, socialism, Drag Race, spreadsheets, and 1970s kitsch ♒🌱"
62188,Eunis_Jassemi,25 | Parliamentary Researcher to a Glasgow Labour MSP I CLP BME Officer | Glaswegian I Socialist I Open Labour |GMB I Trade Unionist I Internationalist I Celtic
62474,laurenranson97,22. Studying Politics at Uni of Hull. I suppose I’m a Poet. Owner of two chatty cats. Part of @NoLarkinAbout
62968,jrk47,65 (but not retired due to government legislation)
63175,ClaraHa24405597,"60 this year and still as European as ever. (U.K. is well and truly f**ked). Twitter is full of people, good as well as not.🇪🇺🇪🇺🇪🇺"
63784,kylephythian,"22 | CLP Secretary @OldhamRoytonCLP | Labour 🌹 Fear doesn’t have to make you cruel or cowardly, fear can make you kind"
64091,3p8millionwomen,50swomen standing #ShouldertoShoulder with all generations to end the National Insurance Fund Scam that asset-strips every generation.   #Onevoice
64286,BNSCT1,"27 Good and Outstanding Maintained Nursery Schools, working together for the children of Birmingham • In partnership with Birmingham Nursery Schools TSA 🎓"
64288,Team4NatureBham,"10 Team4Nature networks are launching across Birmingham to bring business, community & nature together for a better world!"
64550,MansonRosie,50s woman fighting for my pension. SNP supporter.
64940,WMPYouth_Hunza,14 • Youth Commisoner for Birmingham East • Working with West Midlands Police •
65129,cwinch99,"20. Third-Year BA Political Economics student @ Uni of Essex, Former Treasurer @ Essex Labour Students. FH Research Exec"
65333,PaulClayton1977,"42 year old food loving cricketaholic.  Proud European.  Stamp collector, part time stamp trader - check out paul_s_clayton1977 on https://t.co/TAduba91cA for GB stamps"
65830,DannyFletcherUK,2020 Local Election Labour candidate for Ashton Wigan . Social Worker. Dad. BA & MA @LancasterUni. Views my own or recycled from somewhere better
66214,qaishussain14,"15, Labour Party supporter. Youth Office for the Shipley Labour Party. #socialist #equality #diversity #LoveNotHate 🌹🌹🌹 No To Islamophobia! #environment"
66578,emilygry92,27 | Feminist | UofG Social and Public Policy MA Graduate | UWS Policy Analysis and Global Governance MSc Graduate | She/Her|🍞🌹
67628,FRSLewis,"22, LFC, The Labour Party🌹 #SpreadHopeNotHate"
67738,socialist1959,"75. Wife, 3sons, 8 grandchildren. Lifelong Labour member (l/w). Retired teacher/lecturer. (ATL) RTs not necessarily endorsements."
68048,GeorgiaChedzey,25yo. Welsh. GMB Cardiff 1 branch Youth & Political Officer currently working for Cardiff Council 🌹
68068,ConnorBrunniche,21 | Big Marxist nerd | Fan of alienation theory | Writes about Community Wealth Building | Apparently one of the Transatlantic Socialists now 🌹
68247,laurduncann,19
69686,mimsinger,19 | Cardiff
69889,ryan_belhadj,17 years old. Activist
69984,mrlahhh,99% American sports content
70224,AlicePlez16,"22. Manchester born, living in Amsterdam. masters student."
70262,SeagullSmith,40 years in primary education. 50 years supporting Brighton and Hove Albion.
70340,vingarbutt,1947-2017. Professional Folk Singer. Patter Merchant. Teessider.
70646,beckierosee,21|Geography @ Aberdeen Uni🌍|Feminist|Environmentalist|Hardcore #yorkshiretea drinker|Labour Member🌹(she/her)
70740,Drcsky93,26 | Irish | Cat mum to Paula 🐱 | Brownie leader with @ggulster | Action for Change participant | Pro choice | She/her | All views my own
70878,MattMcNaught123,17.4 million people voted to leave the European Union. That vote MUST be respected #backboris
71269,JohnWest_JAWS,16th June 2016. Words have power for good and ill
71286,CourtneyHickey2,24 🍃☀️🌏
71649,Todd_cfc_dow,23 | History MA by reseach student - University of Huddersfield - Researching all things Mod 🛵
72273,_lucymalone_,19 // Durham/ Whitstable
72708,eleanorbrazier,18. uob social policy. radfem. I have pcos
74698,MattLuetchford,18 • Labour member • Democratic socialist 🇪🇺🇵🇸
74989,CkbacookAnn,1950's born lady who has had pension stolen after paid taxes and NI as professional 'career' musician & peripatetic music teacher for 4 decades Trolls blocked.
75128,connbob,"16 year-old computer geek, Python & Lua Experienced, @LincolnCity_FC season-ticket holder and @UKLabour member"
75273,CameronIveson8,25 | Yorkshire | Democratic Socialist | Labour Party | Trade Unionist | LUFC
75613,MotherTony,"72 year old. Friendly, gay, sociable, shy, atheist. Walks with crutches. Labour Party member. Crutches and Labour Party unrelated. Studying Buddhism."
75687,CaseyMorrisseyx,20- Cardiff
76331,girlsonfilmldn,2014-2019. Challenging mainstream narratives in film by creating platforms for diverse voices online and IRL | Email info@girlsonfilmldn.com
76544,Finn_M_Anderson,"16, Labour and co-op member, Head of Communications and Strategy for @NandyForLeader, Salisbury CLP youth officer"
77110,stevenleavin,17.
77144,Owen_Riches,18. Work for @DrRosena. Ran and founded the #SafeStanding parliamentary campaign. Appeared on Sky Sports & BBC. Any enquiries to owen@drrosena.co.uk or message
77368,hopeeetweets,"20, Sheffield / Liverpool, Studying Special Educational Needs, Socialist, labour 🌹"
77651,Bassel_wilson12,21 | Chichester / Tooting | Med student @ SGUL
77917,WeWantOutNow,"17.4 million, the majority!! voted out! We want out of the EU now. We are proud of our country and believe in Britain without the crap EU. Non believers,cheerio"
78299,Zoyozobo,22 going on 65
78466,ericlindsay,2017 Data Retention turns Australia into a police surveillance state. Stop Spying On Me. Australian government can get fucked. CO2 level when I was born 310ppm
79262,SirTUrquhart,"400 years old, translator and embellisher of the great Rabelais, mathematician, linguist."
79683,RrobynneUK,"24, Norwich. EnvSci BSc from UEA. Volunteer. Dyspraxic and have hypotonic palsy due to brain damage. Quality Health Inc. saved my life."
80280,carsonsmummy,"34 years old. Blogger. Mum to Carson (11) & Finley (5). SEN/ASD mum. Always knackered.  Wife to @ozrsmith. #LFC fan. 
Contact: jo@carsonsmummy.co.uk"
81287,Dontlookback198,"18 yrs of DA, shot & beaten, wks later my 16yr son took his life. Pioneer for Safelives, Ambassador for The Freedom Programme & Threshold_Das. ALL VIEWS MY OWN"
81440,pri_bright,24yrs | Chartered Accountant | @UKLabour Councillor | Auditor @deutschebank | Auditor @DandR_CLP | Chair @lbbdcouncil Audit Committee | All views are my own.
81500,Rahnaf3,"17 and 🇬🇧🇧🇩
interests-Politics, Anime, Kpop, Kdramas, travelling and learning new languages.
Social Democrat, Intersectional Feminist / sometimes moderate😝"
81572,_AdamCurtis,24 y/o Chair of @HULabour. 46 votes from being a councillor in Havering. Views are my own.
81739,GrahamPorter4,54 years in industry. Manage Gardening Advice Bureau Harrogate Flower Shows. New book ‘The Yorkshire Organic Gardener’
82360,JakeArmistead,"27 years old, music, games, film, friends and family = my world. he/him.

All Tories are evil."
82450,howtheygotaway,"2016 voted to be poorer. 2019 voted for the loss of our nhs, education and welfare state! 🌹"
83483,dabsss_xo,20 | womanist✊🏾 | unapologetically black | #blacklivesmatter | 🇳🇬🇬🇧 | Proverbs 3:5 🙏🏾
83729,RobertHaden4,"56 year old.  Disabled, suffer from severe M.E. ( Housebound / wheelchair user ) Just getting through each day......with the love & support, of my friend, Tony."
83842,AnnaFiennes,"35 years working in NHS, wild swimming, respecting nature and a fair world"
83845,mahadsmm,14| Labour
83985,MaggieD09863592,76 and not very rich
84341,helenrogers19c,"19c, crime & prison, & working-class writing @LJMU. Tweet @Writing__Lives & @Prison_Voices Blog @ https://t.co/DVOs6T9rL3"
84615,mfinta25,"29, Rammy lad, work in a restaurant & Bury FC is my life blue & white is my blood!"
84681,EalingCllrs,57 Labour Councillors in #Ealing. Unofficial - mainly RTs. Contact individual councillors for replies.
85017,zaaramariia,"28, part time politics, full time Levi’s. #forthemany #joinlabour 🌹"
85358,EmCutmore,21 • welsh geordie • history grad • welsh rugby n cardiff blues supporter • learning welsh
85568,sapphirerabbit6,"22, from sydney, australia. bi, nb, they/them. ♑☀️♎🌑♋⬆️
insta is https://t.co/4liOQrU1yf"
85695,Kallistos,47 year old professional/intellectual/artist/left leaning/☢️/⚛️/🇵🇷/🚀/🌹/🔭/🧠/🧐/🇪🇦/🇪🇨/🗽/🛠️
86174,mickmurphyjazz,77 y.o socialist moving further to the left every day. JC for PM.
87605,RedJoshuaSmith,19|Young Labour Representative (Yorkshire and the Humber)|GMB Youth Officer and R.E.C Member| Hands Off HRI|Socialist|Musician
87760,Claire3Brierley,2020 The year of the book. More holidays please 💃
88057,JtaberhamJulie,55 Married 3 children 2 granddaughters
88295,ZackHallam,18 / Manchester 🐝 / Performing Arts 🎭/ Photographer / 🏳️‍🌈 / Scared of butterflies 🦋😱 / All views are MY OWN
90385,allysophtweets,22 - Photographer - Traveller -      Insta: itsallysoph
91026,livyalst,"29. Pharmacy dispenser. I love spontaneity, SAFC and my little dog Bruce ☺️"
91261,gillbo64,"100% RED! FOREST season card holder in Lower Bridgford. Also passionate LABOUR Party supporter and fee paying member. 
Hate bigots, racists, Tories and Derby!"
91392,snatchedbywill,18 UK London 🦋 Insta: @snatchedbywill 🎨🎨
91739,josephsupple1,"79years young,QPR supporter since 1948 animal lover,anti trail hunting, JCsupporter folk,country and Bob Dylan fan, dog walker finally social golfer."
91892,cassandrasprod1,"18+ only. Everyone has the right to be offended. No-one has the right not to be offended. 
Best advice ever: ""Be true to yourself."""
91965,ElfieW,"30 years in press and PR, followed by MA in History with the OU; now helping out at Berwick Swan and Wildlife Trust and exploring kiln-fused glass."
92316,MangoMaCall,"18+ Only Please! Trying to enjoy life & make the right choices; so, when I feel life gives me lemons, I TRY & make lemonade (BTW, HOPE is a contributing factor)"
93229,JenwriterP,"69 year old retired therapist. Author of short stories and health...some using pseudonym. Everything that goes around, comes around. Socialist. 🌹"
93464,noah_mccourt,18 | Labour Party Member
93469,lukebryxnt,140 // @Deezendz✍🏼
94185,AdamStockers,"23 Tory Boy/1 time Cllr/ Stapleford.
@blue_beyond_ member.
Pitt, Liverpool, Peel, Churchill& Thatcher are our greatest PMs.
History fan as well as politics"
94307,marcomadness1,"17 Year Old. Italian, American & British. Despise Boris , Despise Trump. Despise Brexit, love the EU"
96207,happiyah,22 • I dabble in so much I can't master anything
96251,baggy1963uk,18+ Some NSFW content
96688,ElliotRudd,20 / 🇬🇧 living in 🇦🇺
97231,NCurrie8,"52%er. Centre right. #StandUp4Brexit
Tory or Brexit Party? Yet to decide."
97319,__jcl17____,19 | Politics at Reading University 🔜 | Southampton FC |🌹| 🇪🇺
97332,comradehollie,19. opre roma. they/her. 📷:@golliehoodwin
97375,__omxr__,24. small time lawyer who talks a bit about current affairs
98493,little_vimpress,"22/bi/she/her 
illustration/graphic design 
I draw occasionally and am working on a comic (slowly and unsurely)
🌟[COMMISSIONS OPEN]🌟"
98761,KibriyaTM,22. Hippodrome Young Poet(!). Notorious pen thief. she/them. Also posting on @VervePoetryFest. Writing for @OverhearPoetry
98819,ekitchener97,"22, Essex. Taurean!♉ OBSESSED with @LittleMix followed 14/01/18 & @bbceastenders. 
My idols are @ddlovato & @Meghan_Trainor.
             🌹#Labour🌹💙#Ballum💙"
98976,CorrieDrew,"2019 Labour candidate for Bournemouth East.
Still here.
♥️ Dorset, chips & the Beastie Boys. Working class socialist.
Fiercely opposed to inequality
CWU
RMT
StW"
99029,lightupthedarkx,20 / sad and unrad / video game trash / 13-10-17 / ♈
99186,CynicalTuba,"29 | INFJ | Ravenclaw | Married | American Artist, Coffee addict. LGBTQ+ safe account. they/them Writer of Eternal Frost #writingcommunity #lgbtqwrites"
99830,mikeegan97,"22, Birmingham City home and away. 2:1 in politics at university of Liverpool. Play bass in @polybiuslp. Member of labour. Mostly tweet about football"
99942,HeenaPatel123,24 | Netflix enthusiast. Professional whinger.
99975,CHRISTI55253213,"1950’s woman, whose pension has been stolen 😡😡😡"
100073,Ritahow34132978,"59+ mum, nan and labour voter since I could. and member since JC became leader. 🌹♿ health not good, MH bad. I do not answer  DM. #JC4PM #BJNOTMYPM"
100491,GrantJones94,"25yrsold  - Dad, gooner and left wing."
100629,DeadIyJuan,"21, my objective is to win, I'm a winner I want to win I will win, student @uniofherts , mufc correspondent proud Muslim paki🇵🇰 have contacts close to @manutd"
100700,Dales91x,28/RMN
100911,marls__,22:22 • writing poetry with purpose 💘
101205,kelseagreene,27. Liverpool. Libra Sun / Scorpio Stellium. Left-wing. Hair like a Fruit Salad. 💗🧡
101373,Kheldar_II,"40-something, metal, punk & hard rock music fan 🤟 gamer, athiest & bit of a lefty                                                            ❤+RT=Endorsement👍"
101528,Wip3out_84,35 years old and still trying to figure out what to do with my life.
101928,syahmishukor,20//
102013,_kayleighball,24/07/1998
102102,livgoldfish,17 . she/her . 🏳️‍🌈. fuck tories and terfs.
102584,ewalker287,"28 y/o. 🙈
Graduate of languages, cultures and religions.🎓🤓
Francophile. 🇫🇷
ESL tutor. 🇬🇧
Coffee blogger.☕
Roman Catholic 💒 ✝️"
102656,youkeiraatsix,23 ~ Psych grad
102917,heyitsems_,22🌼 Lake District/Newcastle
103041,siobhan_blog,"26 year old Mother, student, labour supporter, intersectional feminist and socialist. ✌🏼🌹

South East Cornwall Labour's Womens Officer. She/her."
103536,breakingthelaur,22 // she/her // @BalancePowerUK // @UniofGreenwich // 🇬🇧 Labour/🇺🇸 Democrat // @Labour_Trans co-founder
104031,livwilliamsxox,20 / Wales / Warrington / UoC 🏴󠁧󠁢󠁷󠁬󠁳󠁿🎥🧚🏻‍♀️🖤
104065,MenaAndrea999,20 | Sports Journalism student 📚🎥 @Huddersfielduni | Media Intern @CTRLFC 🐯🏉
104440,emmabutlxr,20✨law student👩🏼‍⚖️
105984,Orangutan_Lady,16 y/o environmental activist. A fun combination of whales and tackling the system in the fight for climate change with @ukscn1. Contact - izzy.ukscn@gmail.com
106036,RobinHawkes1,35 yrs working with residents in Council & HA Estates in London. Supports community ownership. Board Member WestKenGibbsGn Community Homes
106505,peter_smeed,"28 from Notts, now London. Public Affairs person.Labour🌹Britney👸🏼Hockey🏑 🏳️‍🌈"
106525,LukeAlBassett,"19. Japanese Studies at The University of Sheffield. Labour, GMB."
106543,mredinburgh,46 male from edinburgh want know more just ask me
106811,Type40Tardis,"27. Very northern. Enjoys a bad joke or 5.
Doctor Who fan. 
Labour party member 🌹"
107394,neilscully,"30 something, US TV geek, introverted, perfectionist and misophonia sufferer. Friend of Dorothy, Rose, Blanche and Sophia."
108783,AllersKarsten,20. He/Him. Labour member. Secretary @UYLC. PPE at UoY
108791,momajtodd,"50 something but loving life...festivals, swimming, running, walking, allotment, cooking, swam Windermere 1 Way September 2018."
109431,brexitbuffer,"10 ways to prepare for Brexit in your professional & personal lives. 

Buffer yourself from the problems - take advantage of opportunities"
109526,harrythesoldier,40 something northern lass. SWFC fan. All views are my own etc etc....blah blah blah!
109567,Codsmouth58,"58 years old my interests are history, theology, politics, genealogy, classics &  ageing.  Re-tweets are not endorsements and tweets are my own  opinions."
110080,leftwing_agenda,22 yoa. My twitter descended into political rampage. Leftwing Labour supporter
110090,SamPodders,28 // Young Adults Pastor ✝️// Worship musician🎼 - Drums🥁 Guitar 🎸 Vocals 🎤 / Husband to @emily_alicee ❤️// @SpursOfficial fan ⚽️🏆
110369,bf59oeo,50 year old boy. married to a very patient Kim. going through midlife crisis at the moment. back in gym having tattoos
111225,WavyDave9,58 year old semi retired coal miner and Labour party supporter
111258,Bethfeneyy,22- Hull- constantly ill 🙄
111734,Will_oughby,21. Isle of Wight. Nomad. Watersports Instructor. Socialist. Trade Unionist. European. Labour Party. @OpenUniversity student. Volunteer @OYTSouth & @CowesRNLI.
111807,geovanni218,"58 Socialist  #GTTO Crohns ,Liver disease +spleen issue Life more than £ Socialist Save Our NHS + Welfare State Public Services Depressed"
112047,berylhs,"60's girl,  proud to be a socialist, lucky to have a wonderful family, lover of books and doting Grandmother to two in my arms and one in my heart xxx"
113100,EugeneMinogue,"21+yrs with & Head of Physical Activity, Leisure & Sport at @CityWestminster. Disruptor behind @KnowBallGames campaign. Former-CEO of @ParkourUK & @ParkourEarth"
113971,MAnness2013,66 year old WASPI. Have my State Pension! Never giving up trying to get my £40K back though! Onward and Upward!🙅🏼
113999,DurrantHelen,50's born WASPI woman 🕷. Working lone parent without claiming benefits. Diddled out of 6 years pension but not without a fight. Hopping mad and want my dues!!
114130,JG1990_,29
114543,SpinnakerTower,"170m high viewing tower, providing breathtaking views over the South coast. Sponsored by @Emirates"
115525,chaand_ka_tukra,19 • AU Med student👨🏽‍⚕️
116020,MichaelaMcCann8,"2020 is going impact many people, remember there is always someone ready to listen.
116 123 Samaritans"
116760,barneylloydwood,26. Swansea fan. MA International Journalism student and sports reporter @CardiffJomec. Contributed for @footballitalia and @swansnews. 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺
117283,taraturnover,21 | stan account for @hellmanns she/her
117378,joshyg17,27 - He/They -  🌹 Democratic Socialist 🌹 - Autistic - Disabled - 🏳️‍🌈 - Fan of Dashes -
117862,FearRanjer,"20 Pan Artist/Graphic Designer, favourite flower is lavender. Shoggoth_Lord is my loving girlfriend!

Racists/misogynists/Anti-LGBT+ gtfo, get MAPs off Twitter"
117879,justbeephoto,"43 year old American mom of 2, natural living photographer, shooting & sharing the simple, good and green life in Wales.
#secretseller"
118171,GardenersArms73,"45 #iameuropean, married to @bogusianowakows @thechrisbarron is a great guy. #weloveeu #Europe #EU. 🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺🇪🇺 #NoBrexit #QueueJumper #FoM"
118370,_evagorman,"19 ♌️ 2nd yr econ @ Newcastle uni, she/her, 🌹"
118498,Owen_Trott,"20, Leicester based guitarist🤘🏻🎸 guitarist for One Still Standing 🔥#HODG"
119127,SteelSusie,25yrs+ early years teacher. Passionate about raising awareness of ACEs (Adverse Childhood Exp) and improving outcomes. Want to organise a conference -who's in?
119790,LauraT4nner,"32. 👩‍👦‍👦 SEN mum of 2 boys with ASD, GDD, SPD, learning disabilities & ADHD. Also Mum to labrador and a french bulldog"
120435,CarmenL95806949,80s HongKonger | Financial Manager in Foreign Bank | #FightForFreedom #StandWithHongKong
120569,Official_Porter,25 | Nottingham Trent University - MSc Project Management | Nottingham Forest supporter
121225,HanSparkle86,"33, Fangirl, Auntie, Family, Friends, ASTON VILLA FC, Ireland, the 80’s, music - I’M JUST ME, all views my own *❤️🇮🇪☘️*  Beige Brigade not welcome thank you!"
122182,AnnMSinnott,2020 and females are still disadvantaged and discriminated against.  Tweets & RTs FYI.  Views my own.
122803,riotsnotdiets_,"23, communist, feminist, italian and french student, she/her"
123452,MorolAwolad,160
123644,HafSeraj,"24 ~ 🇧🇩 ~
Psychology Student @ Durham Uni
She/They"
123743,CWTV156479,"19, Railway Engineering Student, Labour Party Member 🌹 & @TanfieldRailway Volunteer 🚂 A real enthusiasm to explore our wonderful railways 🏳️‍🌈"
123948,EricEatsBananas,"1980's 🇬🇧cartoon that inspires my header photo https://t.co/vBy8m75JOe  #MakingAMurderer #FreeStevenAvery #FreeBrendanDassey 
Newcastle United"
124198,AJPeace,"30. 💕Friends, fiancé, family, bath bombs, books & Cosmo 🐶 🚨All views & opinions do not represent my employer🚨"
124303,jessicaamy97xo,"22💛
 
work with the lovely people of @nufcfoodbank"
124420,LucyClayton9,20 • Broadcast Journalism Student @SalfordUni • Reviewer @Northern_Soul_ • Journalist @SalfordNow • DMs open for stories✏️🎥✨
125326,AppleNapoleon,28. She/her. Welsh. Lesbian. Wife of talented artist @lizzie_gorry. Can read. Does write. Cosplays a bit. Expect a lot of cat pictures.
125511,ThePazter,"55.5% of The Scoop Review. Democratic Socialist, Europhile and Welsh Unionist. Proud member of the Labour party since 2018. #TeamKeir #Dawn4Deputy"
125822,jacrw__,21 | al fresco 🌅 | 🚲 🎸 🍹 🌊 ☮️
126558,AndyDevanney,"40-ish Claret, Socialist, Technophile, Walker, Photographer, Music & Film Lover, Wannabe Journalist & Comedy Writer, Tea Connoisseur & Lancastrian!"
126820,kieraneparker,23
126862,MaryDenise22,1950s woman waiting for pension  Good sense of Humour ..
128706,MattyAllan8,22/ Manchester/ Southport/ CofE✝️/ Socialist / Labour Supporter/ LGBT+/ 🔴🔴
128854,HarryWilding_,19🇬🇧🇮🇹
128907,_chrystaalh,"19. | I don’t tweet, I’m just here to pree x"
129190,mike28771,22 yrs • @UniNorthants student • Blogger •Creator/Founder of @lp_limitless • Ph. 4:13 • Without God I’m nothing • 🇳🇬
129387,_CiciLdn,23 | God my first love 💕 | Photographer | @ciindybabyy
129398,ashnanadesan,18//Taurus //INFP//I write sometimes// Reader //Disney Lover //Rejoiner - #FBPE //Ravenclaw
129809,t0mb16,"17. Politics junkie, Labour member and leftist pawn. Hoping for a fair, peaceful world."
130808,SilverWidow,"1950s-born widow, pension deferred twice, job-seeking and barely clinging on financially. Savings almost depleted so something will have to give soon."
132247,Laura_Pictor,"2017 Parliamentary Candidate Achieved Labour’s best result in SWWiltshire since 1974. Voted Labour since 2001, joined 2009. Views are my own."
132342,JakeBS3,22 Year Old Politics Grad // Former Co-Chair of Manchester Labour Students // Bristol City
132778,bankaudits1,50 something CA on a mission to hold the banksters to account. Hibs fan and lover of the outdoors -as long as its not too wet!
133467,CharlieJGray,21 | Young Workers Rep General Council Trade Union Congress | Chair @GMBNorthernYM | Youth Rep Labour North Regional Board | GMB | Labour | Geordie | #AshleyOut
134785,tezilyas,2020 UK stand-up tour on sale here https://t.co/8XGP6HSmo9
134986,POSUTtRUmp,"100% parody of Piece Of Shit Ultimate Traitor, tRump🦠, Mango Mussolini, #impotus3 tRump: party of one, #tpoo Enjoy. 🍊💩🤡 short-fingered vulgarian from Queens"
135404,SerenaJemmett,17y/o Youth activist
135449,StuartAllen93,27; Kanturk; Cork City & Spurs fan; Cork GAA; @siptu member; socialist; feminist; republican; P.A. to @DuncanSmithTD; he/him🌹🇮🇪🇵🇸#Bernie2020 #Think32
135626,Jack_Merriman_,20 | he/him | SocSocPol TCD | @labouryouth Policy and Education Officer | 🏉 Leinster | ⚽ Brighton | @ash_mcgov hate account | patron saint of spicy porridge
137239,Jamorgan1950,70th year
137516,Belfastatheart,"100% Northern Irish, Proud European, and will be beyond the delusional Brexit! My opinions are my own and they are not for changing, don’t even try!"
138121,JamesMcHale99,"20 !! Young Ambassador @Autism, Hate Crime Scrutiny Panel, medievalist, gay, he/him/they/them 🌈 doing a marathon for suicide prevention, pls sponsor me x"
